CustomerID,Gender,Annual Income (k$),Birthday,spending_alcohol,spending_food,spending_sale,Active
86,Male,54.0,1974-01-17,21.665056390735806,6.536588527751928,17.798355081512263,True
87,Female,57.0,1967-06-10,32.981372610476164,9.057004839941795,15.96162254958204,True
88,Female,57.0,2000-07-09,7.91277332158027,38.55621935715456,8.531007321265175,True
89,Female,58.0,1988-10-16,29.76941419536778,27.501088163734586,2.729497640897635,True
90,Female,58.0,1972-07-03,18.75370176172602,21.429242847317383,5.817055390956596,True
91,Female,59.0,1954-01-04,20.825954330348207,7.791106131269735,26.382939538382058,True
92,Male,59.0,2004-05-19,4.218940322153533,12.141085480806412,24.639974197040058,True
93,Male,60.0,1974-03-23,25.756423659514887,21.87693323522751,1.3666431052575985,True
94,Female,60.0,1982-03-28,0.18506524485890952,22.530566396378063,17.284368358763032,True
95,Female,60.0,1990-02-25,4.216934800764398,27.38915466464367,10.393910534591932,True
96,Male,60.0,1998-11-21,13.20673725676661,27.157378271104704,11.635884472128685,True
97,Female,60.0,1975-05-01,15.093512221890256,23.157942360162618,8.748545417947128,True
98,Female,60.0,1995-01-07,11.953666632303916,25.86326490281632,12.183068464879765,True
99,Male,61.0,1974-09-11,2.272040498733647,0.8006805440990263,38.927278957167324,True
100,Male,61.0,2002-10-28,10.650630369923013,25.28213587122911,13.067233758847873,True
101,Female,62.0,1999-01-19,17.14568053021947,7.695839542274222,16.15847992750631,True
102,Female,62.0,1973-06-23,18.76663325021598,19.507776380183675,9.725590369600347,True
103,Male,62.0,1955-03-26,18.681382237179974,31.65078398391287,8.667833778907157,True
104,Male,62.0,1996-04-02,24.192261963392866,4.284884307656049,26.522853728951084,True
105,Male,62.0,1973-04-11,22.80090487805788,13.92158516835613,19.277509953585987,True
106,Female,62.0,2001-03-02,23.68541136966759,0.35550655492035693,17.959082075412052,True
107,Female,63.0,1956-11-22,25.66144390392858,17.244618966459516,7.093937129611907,True
108,Male,63.0,1968-01-17,5.007184764480334,24.460244455600385,16.532570779919276,True
109,Male,63.0,1954-09-13,19.76227442646946,3.6857589863374884,19.551966587193053,True
110,Male,63.0,1956-03-11,26.357724315768394,8.942127431550503,12.7001482526811,True
111,Male,63.0,1957-08-20,11.359609845101357,20.360547751790072,20.279842403108578,True
112,Female,63.0,2003-07-21,11.719309602819964,16.272063089172065,26.00862730800797,True
113,Female,64.0,1984-07-22,6.5815901828255585,27.887952930713432,7.530456886461016,True
114,Male,64.0,2003-10-08,26.708111928137768,5.992982712329423,13.29890535953281,True
115,Female,65.0,2004-06-17,0.1595652116997369,8.976908327211643,38.863526461088625,True
116,Female,65.0,2003-04-01,14.880537354754347,6.634592220609894,28.484870424635755,True
117,Female,65.0,1959-07-12,32.707349403827216,9.132582105421413,1.1600684907513759,True
118,Female,65.0,1973-07-10,20.58265423731384,14.865164064546502,23.552181698139666,True
119,Female,67.0,1971-09-26,16.105017852556333,14.423306788470857,12.47167535897281,True
120,Female,67.0,1972-05-20,35.53789013212659,7.819919958921571,13.642189908951833,True
121,Male,67.0,1995-03-02,16.864345357429315,25.66974342997937,13.465911212591319,True
122,Female,67.0,1984-08-22,16.702907537025684,17.529694530412733,5.76739793256158,True
123,Female,69.0,1982-01-23,15.654631796563839,5.519757941569923,36.82561026186624,True
124,Male,69.0,1983-01-02,31.84220695574075,32.83620318688764,26.321589857371613,True
125,Female,70.0,1999-03-28,9.868023774586536,5.181323504914344,13.95065272049912,True
126,Female,70.0,1991-01-02,19.44520397592662,50.04026622782753,7.51452979624585,True
127,Male,71.0,1979-02-27,6.881720232427912,13.578457741856333,14.539822025715754,True
128,Male,71.0,1982-06-05,3.6261385783183173,59.61570441733901,31.758157004342678,True
129,Male,71.0,1963-09-09,7.3995406182281975,3.107359458905866,0.4930999228659352,True
130,Male,71.0,1984-03-12,30.5638021864665,8.085327648733138,36.35087016480037,True
131,Male,71.0,1975-01-18,0.2439332599038407,4.821894594274616,3.934172145821543,True
132,Male,71.0,1983-02-15,26.82150204725681,0.7940453455707905,47.38445260717239,True
133,Female,72.0,1997-07-27,1.0492023278875047,14.534675604039636,18.41612206807286,True
134,Female,72.0,1991-07-26,1.6092898643863758,28.63808146079292,40.7526286748207,True
135,Male,73.0,2002-10-02,1.405468328762248,2.8209633003431964,0.7735683708945555,True
136,Female,73.0,1993-10-11,39.13346448765642,37.53158882738472,11.334946684958851,True
137,Female,73.0,1978-06-14,3.4227815682482547,1.6284751102566932,1.9487433214950518,True
138,Male,73.0,1990-02-06,15.928067700323183,32.92762894126386,24.14430335841295,True
139,Male,74.0,2003-08-08,3.4869952389192487,2.9923838609761315,3.5206209001046203,True
140,Female,74.0,1987-11-07,27.93670104085388,35.742580962997366,8.32071799614876,True
141,Female,75.0,1965-07-19,1.6826190772540552,2.8410266619275735,0.47635426081837073,True
142,Male,75.0,1990-07-07,59.89915233110615,10.586239657213763,22.51460801168008,True
143,Female,76.0,1994-07-28,8.249546066937816,25.45968377942261,6.290770153639569,True
144,Female,76.0,1990-05-05,10.258525183658017,54.267029127582894,22.47444568875908,True
145,Male,77.0,1997-02-18,4.820291574755415,3.4245005322292457,3.7552078930153385,True
146,Male,77.0,1994-02-18,16.258995543433176,55.273035314777545,25.467969141789286,True
147,Male,77.0,1974-04-02,9.041601307650268,10.421997696702553,16.536400995647178,True
148,Female,77.0,1990-06-06,6.352411072827748,36.288616210852425,31.358972716319826,True
149,Female,78.0,1988-02-28,0.6524790805268348,9.68597637941513,11.661544540058035,True
150,Male,78.0,1988-05-24,15.58803413583712,3.3999281986496186,71.01203766551326,True
151,Male,78.0,1979-06-01,8.25343143635697,2.2620822939448995,6.4844862696981345,True
152,Male,78.0,1983-01-13,36.517817469233954,17.798708512924822,33.68347401784123,True
153,Female,78.0,1978-05-26,7.766214033534414,9.002631960757041,3.2311540057085435,True
154,Female,78.0,1984-02-09,32.01169058909265,17.6170228303014,26.37128658060595,True
155,Female,78.0,1975-08-09,2.0220783293709084,5.799249102783925,8.178672567845165,True
156,Female,78.0,1995-04-02,12.44909191358514,4.315755489482818,72.23515259693205,True
157,Male,78.0,1985-09-15,0.2960210721162351,0.024508408018900963,0.679470519864864,True
158,Female,78.0,1992-01-12,15.85966086254928,29.511339756038133,32.628999381412584,True
159,Male,78.0,1988-01-14,0.1885676894582815,0.07752655117973882,0.7339057593619797,True
160,Female,78.0,1992-08-13,2.3322195963152006,36.16565894521257,34.502121458472224,True
161,Female,79.0,1966-11-05,6.745558442106752,23.675985567802417,4.578455990090835,True
162,Female,79.0,1993-04-25,28.251152323976367,25.27363583094173,29.47521184508191,True
163,Male,81.0,2003-03-03,0.4484445869144512,3.3993075917013678,1.1522478213841811,True
164,Female,81.0,1991-11-26,30.215935975955357,23.471072460362933,39.31299156368171,True
165,Male,85.0,1972-02-18,6.284239631950882,7.490243183444435,12.225517184604682,True
166,Female,85.0,1986-02-11,19.780107316964635,13.831776529795224,41.38811615324014,True
167,Male,86.0,1980-01-15,0.5472113900113252,3.5878301862973845,15.864958423691292,True
168,Female,86.0,1989-02-06,29.647309034469238,18.363950832096826,46.98874013343394,True
169,Female,87.0,1986-05-19,7.384622198062475,3.069899939200168,16.545477862737357,True
170,Male,87.0,1990-06-27,22.017958896637506,23.232824611658387,17.749216491704118,True
171,Male,87.0,1982-10-02,4.421302427537441,4.267552290068098,4.31114528239446,True
172,Male,87.0,1994-11-12,32.8837126325165,9.870843924303635,32.24544344317987,True
173,Male,87.0,1986-10-28,0.7951444957272875,5.957963460259234,3.246892044013479,True
174,Male,87.0,1986-04-22,25.636741029336008,15.382529946078686,50.98072902458531,True
175,Female,88.0,1970-11-14,0.8692113294505397,3.616218952664127,8.514569717885331,True
176,Female,88.0,1992-09-15,12.962427304136362,26.00955495150972,47.02801774435392,True
177,Male,88.0,1964-11-26,3.0197458727492315,5.544571774952893,6.435682352297874,True
178,Male,88.0,1995-09-05,27.32014213643303,10.06478163843088,31.61507622513609,True
179,Male,93.0,1963-09-11,3.2969310274689674,3.8536997434133875,6.849369229117645,True
180,Male,93.0,1987-11-24,43.3370531496298,29.291161693805236,17.37178515656496,True
181,Female,97.0,1985-06-25,6.698595487459962,10.449489902250576,14.851914610289462,True
182,Female,97.0,1990-02-07,55.486018413129536,22.168172296132482,8.34580929073799,True
183,Male,98.0,1976-02-19,6.162046471227438,5.0757641908626345,3.7621893379099274,True
184,Female,98.0,1993-09-24,43.77971387516302,4.0927415391212545,40.127544585715725,True
185,Female,99.0,1981-01-14,14.538786264187888,7.843190759210229,16.618022976601882,True
186,Male,99.0,1992-01-25,32.93401356093241,31.20173830751526,32.86424813155234,True
187,Female,101.0,1968-11-23,5.5042663642466,4.4035745049142285,14.092159130839175,True
188,Male,101.0,1994-07-02,4.351284048774042,30.158738525216997,33.48997742600896,True
189,Female,103.0,1981-07-02,3.604561463017401,7.3189811481433935,6.076457388839204,True
190,Female,103.0,1986-08-17,24.4037651373218,20.64364070738985,39.952594155288345,True
191,Female,103.0,1988-10-28,16.298273521682507,6.528477587744876,0.17324889057261703,True
192,Female,103.0,1990-07-14,28.01847678168573,23.126007307284326,17.855515911029944,True
193,Male,113.0,1989-08-27,0.2903739513053575,1.415034391321828,6.2945916573728145,True
194,Female,113.0,1984-02-03,29.123189805684156,37.52897071911202,24.34783947520383,True
195,Female,120.0,1975-06-05,7.150949206066481,8.28223333699048,0.56681745694304,True
196,Female,120.0,1987-06-22,6.459612168869406,24.45214605764692,48.088241773483674,True
197,Female,126.0,1977-07-15,11.314160151636688,8.522490271755197,8.163349576608114,True
198,Male,,1990-08-13,22.540167702543187,42.80900214792308,8.650830149533727,True
199,Male,137.0,1990-05-02,5.728032945503157,7.153513665509031,5.118453388987813,True
200,Male,137.0,1992-01-23,14.861380744286633,27.115199945627705,41.02341931008566,True
200,Male,137.0,1992-01-23,14.861380744286633,27.115199945627705,41.02341931008566,True
200,Male,137.0,1992-01-23,14.861380744286633,27.115199945627705,41.02341931008566,True
200,Male,137.0,1992-01-23,14.861380744286633,27.115199945627705,41.02341931008566,True
200,Male,137.0,1992-01-23,14.861380744286633,27.115199945627705,41.02341931008566,True
200,Male,137.0,1992-01-23,14.861380744286633,27.115199945627705,41.02341931008566,True
